ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
56215,Female,45,Returning,Business,Business,1585,26,9.0,5,5,4,5,5,2,5,2,5,3,2,5,2,2,Satisfied
88345,Female,44,First-time,Business,Business,406,14,5.0,2,2,3,2,3,5,3,5,3,3,4,2,3,5,Neutral or Dissatisfied
21464,Female,47,Returning,Business,Economy,399,158,147.0,4,4,3,3,4,5,3,3,3,3,1,3,4,4,Neutral or Dissatisfied
122732,Female,36,Returning,Business,Business,3669,0,0.0,4,4,3,4,4,4,4,5,5,4,4,4,4,4,Satisfied
61373,Female,57,Returning,Business,Business,679,1,0.0,3,3,3,4,3,5,5,5,5,2,5,3,5,5,Satisfied
5865,Female,31,Returning,Personal,Economy,1020,0,0.0,4,4,4,4,2,5,4,3,4,4,5,4,4,5,Neutral or Dissatisfied
60420,Female,31,Returning,Business,Business,1860,0,7.0,4,5,4,3,4,4,3,2,3,3,5,4,3,4,Satisfied
13099,Male,44,Returning,Business,Business,2783,0,0.0,1,1,4,2,1,5,2,5,1,4,5,1,5,5,Satisfied
39409,Male,42,Returning,Personal,Economy,521,0,0.0,4,5,4,5,1,5,2,5,3,3,4,3,3,4,Neutral or Dissatisfied
68279,Male,39,Returning,Business,Economy Plus,231,14,12.0,5,5,2,2,5,5,2,2,2,2,4,2,2,4,Satisfied
117095,Male,34,First-time,Business,Economy,369,0,0.0,0,4,1,4,2,3,3,4,3,3,3,3,3,3,Neutral or Dissatisfied
107715,Male,72,Returning,Business,Economy,251,2,0.0,2,2,1,1,2,4,1,3,1,1,4,1,1,4,Neutral or Dissatisfied
48119,Male,46,Returning,Business,Economy,391,0,0.0,1,5,5,4,1,4,3,4,3,3,3,4,3,3,Satisfied
63190,Female,50,First-time,Business,Business,447,1,9.0,1,1,5,5,4,4,5,4,5,5,5,5,5,5,Satisfied
54538,Female,19,Returning,Personal,Economy,925,0,0.0,5,2,4,2,3,3,2,3,4,4,4,3,4,4,Neutral or Dissatisfied
31162,Female,27,First-time,Business,Economy,1201,6,6.0,4,4,4,4,3,3,2,3,2,2,4,4,2,2,Neutral or Dissatisfied
857,Male,49,Returning,Business,Business,2449,0,0.0,4,4,4,4,4,4,4,4,4,2,4,4,4,4,Satisfied
91154,Male,12,Returning,Personal,Economy,271,40,33.0,0,4,1,4,4,4,3,2,3,3,4,4,3,2,Neutral or Dissatisfied
4640,Female,41,Returning,Business,Business,364,0,0.0,3,3,3,4,3,4,5,4,5,5,4,3,4,4,Satisfied
120386,Male,48,Returning,Business,Business,3201,0,2.0,0,0,4,4,1,2,5,2,3,2,2,0,2,2,Satisfied
33604,Male,33,First-time,Business,Economy,413,40,30.0,3,4,2,4,3,4,2,4,5,5,2,4,5,1,Neutral or Dissatisfied
99283,Male,39,Returning,Business,Business,535,4,0.0,1,1,4,5,1,5,5,5,5,4,5,1,5,5,Satisfied
12075,Female,36,Returning,Business,Economy Plus,376,10,10.0,4,4,5,5,4,3,5,5,5,5,3,5,5,4,Satisfied
51874,Male,29,First-time,Business,Economy,771,83,76.0,1,1,1,1,1,2,3,5,5,5,1,1,5,2,Neutral or Dissatisfied
17538,Female,18,Returning,Personal,Economy,252,0,0.0,5,0,1,0,3,3,2,1,2,2,3,4,2,2,Neutral or Dissatisfied
4282,Female,49,Returning,Business,Business,102,0,0.0,1,1,1,1,1,4,1,4,1,4,4,1,4,3,Satisfied
1200,Male,43,Returning,Personal,Economy,396,7,22.0,4,2,3,2,3,1,2,3,2,2,3,2,2,3,Neutral or Dissatisfied
40942,Male,41,Returning,Personal,Economy Plus,501,0,0.0,3,1,1,1,4,1,1,1,1,1,4,1,1,3,Neutral or Dissatisfied
111,Female,39,Returning,Business,Business,2046,104,122.0,2,2,5,5,2,4,5,5,3,3,4,2,4,4,Satisfied
122240,Male,29,Returning,Business,Business,1687,0,0.0,3,3,1,3,3,1,3,2,3,3,3,3,3,2,Neutral or Dissatisfied
98887,Male,17,Returning,Personal,Economy,991,0,0.0,3,3,2,3,4,3,5,5,5,5,3,2,5,3,Neutral or Dissatisfied
104105,Female,51,Returning,Business,Business,2064,12,2.0,5,1,1,4,1,2,4,1,1,3,2,2,2,2,Neutral or Dissatisfied
47274,Male,43,Returning,Business,Economy,588,50,38.0,2,2,5,5,2,4,5,2,5,5,4,5,5,1,Satisfied
26505,Female,48,Returning,Business,Economy,829,74,68.0,2,2,1,4,2,2,3,2,4,4,2,2,2,2,Neutral or Dissatisfied
127497,Male,52,Returning,Personal,Economy,2075,13,15.0,4,3,2,3,3,1,4,5,4,4,2,3,4,3,Neutral or Dissatisfied
76786,Female,60,Returning,Business,Business,3821,3,4.0,1,1,1,4,1,3,4,3,1,1,3,3,3,3,Neutral or Dissatisfied
35923,Male,42,Returning,Business,Business,2381,0,0.0,4,4,2,4,4,2,2,2,1,4,2,4,2,2,Satisfied
96294,Female,17,Returning,Personal,Economy,687,0,0.0,4,2,3,2,5,2,5,5,5,5,4,2,5,1,Neutral or Dissatisfied
19826,Male,27,Returning,Business,Economy,528,0,0.0,3,3,3,2,3,3,2,4,2,2,4,2,2,3,Neutral or Dissatisfied
96527,Male,47,Returning,Personal,Economy,436,0,0.0,4,4,3,4,3,3,2,2,2,2,4,4,2,5,Neutral or Dissatisfied
121316,Female,24,Returning,Personal,Economy,1009,0,0.0,5,1,5,1,4,5,1,2,1,1,4,1,1,4,Neutral or Dissatisfied
37780,Female,43,Returning,Business,Economy Plus,1005,64,73.0,4,4,1,4,4,4,5,4,1,4,4,4,4,4,Satisfied
84058,Male,26,First-time,Business,Business,757,8,0.0,3,3,3,3,1,4,1,5,1,1,4,3,1,5,Neutral or Dissatisfied
28882,Male,38,Returning,Business,Business,3883,0,0.0,5,5,3,1,5,5,4,5,3,4,5,5,5,5,Satisfied
13244,Male,32,First-time,Business,Economy,772,126,135.0,2,2,5,5,3,3,5,3,5,2,2,2,4,3,Neutral or Dissatisfied
118271,Female,48,Returning,Business,Business,602,0,0.0,3,3,4,5,3,5,5,5,3,5,5,3,5,5,Satisfied
61990,Female,39,Returning,Business,Business,2586,0,26.0,1,1,5,5,1,5,5,3,5,5,3,1,4,4,Satisfied
44627,Female,52,Returning,Business,Business,2898,0,0.0,4,4,4,4,4,5,4,5,4,5,5,4,5,5,Satisfied
95525,Male,44,Returning,Personal,Economy Plus,189,2,8.0,4,4,3,4,3,3,1,3,5,5,4,4,5,4,Satisfied
54257,Female,12,Returning,Personal,Economy,1222,54,47.0,4,4,3,4,3,2,4,2,4,4,4,4,4,4,Satisfied
128931,Male,40,Returning,Business,Business,3177,0,0.0,5,5,4,5,5,5,5,5,3,4,5,5,5,5,Satisfied
7096,Male,65,First-time,Business,Economy,157,38,43.0,2,3,1,3,2,2,1,3,1,1,2,3,1,1,Neutral or Dissatisfied
4705,Female,45,Returning,Personal,Economy,489,0,0.0,5,2,4,4,3,3,3,2,2,1,3,2,3,3,Neutral or Dissatisfied
125712,Male,28,Returning,Personal,Economy,857,0,0.0,4,2,5,2,1,3,2,5,2,2,5,2,2,5,Neutral or Dissatisfied
48041,Female,36,Returning,Business,Business,2481,0,1.0,4,4,2,2,4,4,5,4,1,5,4,4,4,4,Satisfied
101627,Female,22,Returning,Personal,Economy,1371,0,0.0,4,3,5,3,1,3,5,3,5,5,4,3,5,4,Neutral or Dissatisfied
82688,Female,8,First-time,Business,Economy,632,5,0.0,1,2,4,2,3,4,1,2,2,2,3,1,2,4,Neutral or Dissatisfied
27009,Male,22,First-time,Business,Economy,467,0,0.0,0,4,4,4,1,3,5,5,5,5,1,4,5,4,Satisfied
50566,Male,66,Returning,Personal,Economy,373,9,0.0,5,5,4,5,5,4,2,1,2,2,5,5,2,1,Satisfied
114832,Male,40,Returning,Business,Business,2100,15,7.0,5,5,5,4,5,4,4,4,3,4,4,5,4,4,Satisfied
9599,Female,23,Returning,Personal,Economy,229,3,0.0,5,3,5,3,2,5,1,5,1,1,4,3,1,4,Neutral or Dissatisfied
106217,Male,49,Returning,Business,Business,3865,5,0.0,1,1,4,5,1,4,4,4,5,3,4,1,4,4,Satisfied
8278,Female,33,Returning,Personal,Economy,530,8,6.0,5,2,5,2,1,3,1,3,1,1,4,1,1,5,Neutral or Dissatisfied
117621,Male,18,First-time,Business,Economy,872,168,165.0,3,3,5,5,3,2,5,3,5,3,2,3,1,3,Neutral or Dissatisfied
98514,Male,37,First-time,Business,Business,402,0,0.0,2,2,4,2,2,3,3,3,3,3,5,1,3,5,Neutral or Dissatisfied
126559,Male,56,Returning,Business,Business,1558,33,18.0,1,3,5,4,1,4,4,4,5,2,4,1,4,4,Satisfied
124633,Male,7,Returning,Personal,Economy,1671,0,7.0,1,2,4,2,3,4,1,4,2,2,4,2,2,3,Neutral or Dissatisfied
59281,Male,48,Returning,Business,Business,3365,4,0.0,1,1,4,4,1,3,4,5,4,5,5,1,5,4,Satisfied
18061,Female,17,Returning,Business,Business,488,7,9.0,5,5,3,3,5,3,3,3,3,3,3,3,3,4,Neutral or Dissatisfied
129470,Female,31,Returning,Business,Business,2611,2,0.0,2,2,1,1,2,1,1,3,1,1,4,1,1,2,Neutral or Dissatisfied
111538,Male,50,Returning,Business,Business,2792,7,0.0,5,5,4,5,5,2,5,2,5,4,2,5,2,2,Satisfied
60644,Female,46,Returning,Business,Business,1620,52,61.0,3,3,5,4,3,5,4,5,5,3,5,3,5,5,Satisfied
1939,Male,59,Returning,Business,Business,2480,4,0.0,3,3,5,4,3,4,4,4,4,4,4,3,4,4,Satisfied
20934,Male,41,Returning,Business,Business,2394,0,16.0,5,5,3,5,5,4,4,4,1,5,4,5,4,4,Satisfied
106288,Female,9,Returning,Personal,Economy,689,0,4.0,4,1,5,1,2,4,5,3,5,5,5,1,5,5,Neutral or Dissatisfied
98504,Female,50,Returning,Business,Business,1965,1,20.0,5,3,3,4,5,4,4,4,5,4,4,5,4,4,Satisfied
108004,Male,17,Returning,Personal,Economy,271,0,0.0,0,5,5,5,5,1,5,2,5,5,3,5,5,1,Satisfied
123443,Male,55,Returning,Business,Business,2125,0,0.0,3,3,4,3,3,2,5,2,3,2,2,3,2,2,Satisfied
53601,Male,69,Returning,Personal,Economy,3801,15,0.0,5,1,4,4,1,4,4,3,4,1,5,1,3,5,Neutral or Dissatisfied
34662,Female,49,Returning,Business,Business,264,0,0.0,3,3,5,4,3,5,5,5,4,3,5,3,5,5,Satisfied
48977,Male,63,Returning,Business,Business,2780,100,90.0,5,5,3,3,5,5,4,5,3,3,5,5,5,5,Satisfied
99358,Female,27,Returning,Business,Economy Plus,1771,0,0.0,5,5,2,2,5,3,2,4,2,2,3,2,2,2,Neutral or Dissatisfied
102048,Male,23,First-time,Business,Economy,236,0,0.0,0,2,2,2,4,3,4,3,4,4,3,2,4,4,Neutral or Dissatisfied
20922,Male,44,Returning,Business,Economy,689,0,0.0,5,5,5,4,5,5,4,1,4,4,2,4,4,1,Satisfied
109981,Female,50,Returning,Personal,Economy,1033,0,0.0,1,4,1,3,3,3,2,4,3,1,3,4,3,3,Neutral or Dissatisfied
127460,Male,46,Returning,Business,Business,2075,2,0.0,3,3,4,4,3,3,5,3,4,5,3,3,3,3,Satisfied
15939,Male,36,First-time,Business,Economy,338,0,0.0,3,2,4,2,4,1,2,3,2,2,4,2,2,4,Neutral or Dissatisfied
90785,Female,46,Returning,Business,Business,444,0,0.0,1,1,2,2,1,3,3,3,1,4,3,3,3,3,Neutral or Dissatisfied
24992,Female,51,Returning,Business,Business,2607,0,0.0,5,5,2,3,5,4,3,4,1,3,4,5,4,4,Satisfied
84975,Female,39,Returning,Business,Business,1590,7,0.0,1,5,5,3,5,2,5,2,3,2,2,5,2,2,Satisfied
84175,Male,48,Returning,Business,Business,3022,0,0.0,4,4,4,2,4,3,1,3,4,2,3,3,3,3,Neutral or Dissatisfied
96000,Male,57,Returning,Business,Business,3868,0,0.0,1,1,4,5,1,5,5,5,4,5,5,1,5,5,Satisfied
105735,Female,30,Returning,Business,Business,3170,51,62.0,3,3,3,4,3,3,4,3,4,4,4,4,4,3,Neutral or Dissatisfied
77293,Female,41,Returning,Business,Business,2905,0,0.0,5,5,4,5,5,2,5,2,3,4,2,5,2,2,Satisfied
69809,Male,42,Returning,Business,Business,2454,0,0.0,3,4,4,5,4,4,4,4,3,3,4,4,4,4,Satisfied
27171,Male,14,Returning,Personal,Economy,2677,0,0.0,0,4,2,2,4,5,2,4,2,4,1,4,2,4,Neutral or Dissatisfied
33837,Male,24,Returning,Business,Business,1609,0,0.0,3,3,3,5,3,4,5,2,5,5,2,3,5,3,Satisfied
78900,Female,45,Returning,Business,Business,2026,2,31.0,4,4,4,4,4,4,5,4,4,3,4,4,4,4,Satisfied
27839,Male,66,Returning,Personal,Economy,1533,2,0.0,4,2,3,2,3,5,4,5,1,1,4,2,1,5,Neutral or Dissatisfied
36909,Female,15,Returning,Personal,Economy,2072,4,14.0,5,4,4,4,3,3,4,4,4,4,4,4,4,3,Neutral or Dissatisfied
77984,Female,56,Returning,Business,Business,214,0,0.0,5,4,3,4,4,5,5,5,4,4,5,4,5,5,Satisfied
114680,Female,38,Returning,Business,Business,417,0,0.0,5,5,3,5,5,3,5,4,4,3,3,5,3,3,Satisfied
119403,Female,23,Returning,Business,Business,2798,25,33.0,1,1,3,2,1,4,2,5,2,2,2,2,2,2,Neutral or Dissatisfied
124845,Female,24,Returning,Personal,Economy,280,0,0.0,4,1,4,1,3,5,2,4,2,2,5,1,2,5,Neutral or Dissatisfied
78904,Female,49,First-time,Business,Business,980,11,6.0,2,2,4,2,2,3,3,5,3,3,4,2,3,5,Neutral or Dissatisfied
58752,Male,48,First-time,Business,Business,1005,78,68.0,4,4,5,4,1,4,3,5,3,3,4,4,3,5,Satisfied
61523,Male,44,Returning,Personal,Economy,2288,0,0.0,2,1,1,1,3,1,2,2,2,2,4,1,2,3,Neutral or Dissatisfied
86703,Male,27,Returning,Business,Business,1747,10,10.0,5,2,5,5,5,4,5,2,5,5,4,5,5,3,Satisfied
96565,Male,39,Returning,Business,Business,333,0,0.0,1,1,4,4,1,4,5,4,5,4,4,1,4,4,Satisfied
112020,Male,39,Returning,Business,Business,680,15,4.0,2,2,4,5,2,5,4,5,3,2,5,2,5,5,Satisfied
96608,Male,46,Returning,Business,Business,3073,3,0.0,2,1,4,5,2,5,5,5,4,4,5,2,5,5,Satisfied
60468,Male,33,Returning,Business,Business,862,3,0.0,3,3,3,2,3,3,2,4,2,2,5,3,2,4,Satisfied
67473,Female,38,Returning,Personal,Economy,592,0,0.0,2,3,2,3,3,4,4,4,4,4,3,3,4,4,Neutral or Dissatisfied
51485,Female,46,Returning,Business,Business,1953,0,0.0,4,4,4,4,4,3,3,2,1,4,3,3,3,3,Neutral or Dissatisfied
15944,Female,28,Returning,Personal,Economy,723,0,0.0,2,1,3,1,4,2,1,1,4,4,4,1,4,3,Neutral or Dissatisfied
17990,Female,58,Returning,Business,Economy,332,36,25.0,4,4,4,5,4,5,2,5,2,1,5,5,5,5,Satisfied
30330,Female,37,Returning,Business,Business,391,0,0.0,1,1,2,2,1,4,2,4,5,4,4,1,4,4,Satisfied
35337,Female,72,Returning,Business,Business,3553,1,83.0,1,1,1,2,1,3,2,3,1,3,3,3,3,3,Neutral or Dissatisfied
96450,Female,43,Returning,Business,Business,2825,16,10.0,1,1,5,4,1,5,5,5,3,3,5,1,5,5,Satisfied
115064,Female,47,Returning,Business,Business,1963,0,0.0,2,2,5,4,2,5,5,5,5,5,5,2,5,5,Satisfied
10818,Male,59,Returning,Business,Business,3390,0,0.0,4,4,4,5,4,5,4,5,5,2,5,4,5,5,Satisfied
3396,Female,68,First-time,Business,Business,240,0,2.0,2,2,2,2,2,2,4,1,3,3,2,2,3,2,Neutral or Dissatisfied
128449,Female,24,Returning,Personal,Economy,325,0,0.0,3,5,2,5,3,2,4,3,4,4,1,5,4,3,Satisfied
20015,Female,59,Returning,Personal,Economy,589,46,42.0,5,3,3,5,4,1,4,3,5,2,1,3,1,1,Neutral or Dissatisfied
108824,Male,26,Returning,Business,Business,2595,5,0.0,3,3,3,4,3,5,4,4,4,4,5,3,4,5,Satisfied
85861,Male,50,Returning,Business,Business,2136,1,0.0,4,4,5,4,4,5,4,5,3,2,5,4,5,5,Satisfied
81656,Female,57,Returning,Business,Business,2047,0,12.0,2,2,5,5,2,4,5,4,5,5,4,2,4,4,Satisfied
14122,Male,44,Returning,Personal,Business,594,37,37.0,5,5,3,3,2,4,4,5,4,1,4,4,4,4,Neutral or Dissatisfied
27272,Male,38,First-time,Business,Business,578,0,0.0,2,2,3,2,3,3,4,5,4,4,5,2,4,4,Neutral or Dissatisfied
109987,Male,39,Returning,Business,Business,2074,0,0.0,1,1,4,4,1,1,5,2,4,2,1,1,1,1,Satisfied
64420,Female,42,Returning,Personal,Business,989,0,0.0,4,2,4,4,4,3,4,2,4,5,3,2,3,3,Neutral or Dissatisfied
20331,Female,47,Returning,Business,Economy,265,36,30.0,3,3,3,3,3,3,1,3,5,5,3,3,3,3,Satisfied
25198,Female,25,First-time,Business,Business,919,8,1.0,0,0,5,0,2,5,3,5,3,3,5,0,3,4,Satisfied
80959,Female,43,Returning,Business,Business,1620,3,0.0,3,3,4,5,3,5,4,5,3,3,5,3,5,5,Satisfied
31201,Female,44,Returning,Business,Business,628,124,147.0,1,3,3,3,3,3,3,2,3,3,4,3,2,3,Neutral or Dissatisfied
113899,Female,29,Returning,Business,Economy,2295,6,2.0,4,4,3,3,4,1,3,5,3,3,3,3,3,3,Neutral or Dissatisfied
78455,Female,59,Returning,Business,Business,1896,0,0.0,4,4,4,5,4,4,4,4,4,5,4,4,4,4,Satisfied
19767,Female,48,Returning,Personal,Economy Plus,779,219,223.0,5,4,1,2,2,3,1,5,1,4,4,4,4,5,Neutral or Dissatisfied
72213,Male,47,Returning,Business,Business,2221,26,13.0,2,2,4,5,2,4,5,4,4,2,4,2,4,4,Satisfied
93600,Female,39,Returning,Personal,Business,577,9,29.0,4,1,3,4,3,3,5,1,4,5,3,1,3,3,Neutral or Dissatisfied
37401,Male,39,Returning,Business,Business,944,123,171.0,3,3,4,4,3,2,4,5,4,4,2,3,2,5,Satisfied
99973,Male,44,Returning,Business,Business,2744,342,336.0,4,4,4,4,4,4,4,4,4,4,5,4,4,5,Satisfied
19204,Male,25,Returning,Business,Economy Plus,542,6,4.0,2,1,3,5,1,4,5,4,5,5,2,5,5,2,Satisfied
18309,Male,36,Returning,Business,Business,3649,0,0.0,5,5,5,5,5,5,5,4,5,5,5,5,5,5,Satisfied
119556,Male,52,Returning,Personal,Economy,759,0,0.0,2,1,2,1,4,1,2,4,2,2,3,1,2,4,Neutral or Dissatisfied
97153,Female,54,Returning,Business,Business,1076,0,0.0,2,2,2,4,2,2,4,2,1,4,2,2,2,2,Neutral or Dissatisfied
124870,Female,18,Returning,Personal,Economy Plus,280,0,0.0,4,3,4,3,1,4,5,5,5,5,4,3,5,5,Neutral or Dissatisfied
106178,Female,16,Returning,Personal,Economy,444,50,55.0,5,3,5,3,4,4,5,2,5,5,4,2,5,5,Neutral or Dissatisfied
129428,Female,69,Returning,Business,Business,414,13,6.0,2,2,3,4,2,2,4,2,2,2,2,2,2,2,Neutral or Dissatisfied
51892,Female,47,Returning,Business,Business,1885,0,0.0,4,4,2,3,4,5,5,4,1,2,5,4,5,5,Satisfied
51764,Male,25,Returning,Personal,Economy,237,0,0.0,5,0,4,0,3,5,4,2,4,4,4,0,4,5,Satisfied
33965,Male,45,Returning,Personal,Business,1598,0,0.0,5,4,4,3,4,5,5,4,5,5,5,3,5,5,Neutral or Dissatisfied
84771,Male,25,Returning,Business,Business,1506,23,12.0,2,2,5,4,2,5,4,5,4,4,4,2,4,5,Satisfied
28076,Female,45,Returning,Business,Economy Plus,2562,0,0.0,5,5,4,4,5,5,4,3,4,4,1,4,5,5,Satisfied
106858,Female,55,Returning,Business,Business,577,11,0.0,4,4,3,4,4,3,4,3,5,2,3,4,3,3,Satisfied
104357,Male,47,Returning,Personal,Economy Plus,452,0,0.0,5,3,3,3,5,3,3,2,3,3,4,3,3,5,Neutral or Dissatisfied
112794,Male,31,Returning,Business,Business,3067,29,12.0,1,2,5,4,2,5,4,4,4,4,4,2,4,4,Satisfied
77696,Female,50,Returning,Business,Business,3359,12,8.0,4,3,3,4,4,5,4,5,3,4,5,4,5,5,Satisfied
118397,Female,56,Returning,Business,Business,3893,0,0.0,1,1,4,4,2,3,5,3,3,5,3,0,3,3,Satisfied
36572,Male,55,Returning,Business,Economy,1121,105,95.0,1,1,4,5,1,1,5,4,5,5,5,5,5,4,Satisfied
59072,Female,27,Returning,Business,Economy,1846,2,0.0,5,5,3,2,5,2,2,2,2,2,2,2,2,3,Neutral or Dissatisfied
68388,Female,41,Returning,Business,Business,2956,0,0.0,3,3,4,5,3,5,5,4,5,4,5,3,5,5,Satisfied
49302,Male,37,Returning,Business,Business,78,0,0.0,4,1,1,4,2,4,4,4,2,2,4,0,4,4,Satisfied
60971,Female,69,Returning,Personal,Economy,888,1,23.0,4,2,4,4,1,4,5,2,3,3,4,1,4,4,Neutral or Dissatisfied
56804,Female,42,First-time,Business,Business,1725,0,0.0,3,3,5,3,4,4,3,5,3,3,5,3,3,4,Neutral or Dissatisfied
30401,Male,29,Returning,Personal,Economy,641,0,5.0,4,1,3,1,2,4,5,5,5,5,5,1,5,5,Neutral or Dissatisfied
108590,Male,70,Returning,Business,Business,696,33,33.0,3,3,2,4,3,4,3,4,4,2,4,4,4,4,Neutral or Dissatisfied
91820,Male,42,Returning,Business,Business,3708,3,6.0,2,2,4,4,2,4,5,3,5,2,4,2,4,4,Satisfied
22917,Female,35,First-time,Business,Economy,630,0,0.0,3,3,1,3,2,2,5,3,5,5,1,3,5,4,Neutral or Dissatisfied
95183,Male,61,Returning,Personal,Economy,496,0,0.0,3,2,4,2,1,5,3,2,3,3,2,2,3,2,Neutral or Dissatisfied
75503,Male,38,Returning,Personal,Economy Plus,2342,0,0.0,3,5,2,5,3,1,2,5,1,1,2,5,1,3,Satisfied
114443,Male,44,Returning,Business,Business,3916,0,1.0,2,2,4,5,2,1,5,2,5,2,1,2,1,1,Satisfied
72925,Female,56,Returning,Business,Business,3666,4,0.0,1,1,5,5,1,5,5,5,4,2,5,1,5,5,Satisfied
28818,Female,46,Returning,Business,Business,2447,0,0.0,4,2,1,1,4,5,3,5,2,2,5,4,5,5,Satisfied
63263,Female,42,First-time,Business,Economy,372,0,0.0,1,3,4,3,3,1,3,4,3,3,3,3,3,3,Neutral or Dissatisfied
96642,Male,48,Returning,Business,Economy,972,0,0.0,3,3,1,2,3,1,2,4,2,2,3,2,2,3,Neutral or Dissatisfied
99688,Female,76,Returning,Business,Business,3758,10,17.0,2,2,3,4,2,1,4,1,1,2,1,1,1,1,Neutral or Dissatisfied
82196,Female,66,Returning,Personal,Economy,1927,0,0.0,4,1,3,3,2,1,5,1,3,5,1,1,1,1,Neutral or Dissatisfied
70242,Female,60,Returning,Business,Business,1592,0,0.0,4,4,3,5,4,5,4,5,5,3,5,4,5,5,Satisfied
48859,Female,34,Returning,Business,Business,2950,0,0.0,5,5,2,1,5,4,5,4,1,5,4,5,4,5,Satisfied
19528,Female,17,Returning,Personal,Business,173,0,2.0,4,4,5,4,1,1,4,2,4,4,4,4,4,5,Satisfied
107884,Female,42,First-time,Business,Business,228,21,17.0,2,2,5,2,3,4,3,2,3,3,4,2,3,4,Neutral or Dissatisfied
5800,Female,47,Returning,Business,Business,1528,0,0.0,0,0,3,5,3,4,4,1,5,2,4,0,4,1,Satisfied
29648,Male,46,Returning,Personal,Economy,909,0,0.0,5,2,3,2,1,5,1,5,2,2,3,2,2,1,Neutral or Dissatisfied
24478,Female,53,Returning,Business,Business,3312,0,43.0,2,1,2,4,2,2,3,3,2,4,2,2,2,2,Neutral or Dissatisfied
55105,Male,68,Returning,Personal,Economy,1379,1,0.0,4,5,5,5,5,5,2,3,2,2,4,5,2,4,Satisfied
129847,Female,16,Returning,Personal,Economy,337,0,0.0,4,0,4,0,5,5,3,2,3,3,5,0,3,4,Satisfied
25681,Female,29,Returning,Business,Economy Plus,761,16,12.0,3,3,5,4,3,3,3,1,3,3,3,3,3,1,Satisfied
45122,Female,10,Returning,Personal,Economy,177,6,4.0,4,3,3,3,1,4,3,5,3,3,5,3,3,4,Neutral or Dissatisfied
114835,Female,55,Returning,Business,Business,447,0,0.0,2,2,4,4,2,5,5,5,5,4,5,2,5,5,Satisfied
103681,Female,19,First-time,Business,Economy,251,25,20.0,0,3,3,3,3,3,4,5,4,4,4,3,4,3,Neutral or Dissatisfied
71301,Male,33,Returning,Business,Business,1514,0,,3,2,2,3,2,3,3,2,3,3,4,3,3,3,Neutral or Dissatisfied
43047,Female,44,Returning,Business,Economy,391,0,0.0,1,1,4,5,1,4,2,4,2,4,4,4,4,4,Satisfied
99345,Female,26,Returning,Business,Business,1771,0,6.0,2,5,4,3,2,2,4,1,4,4,3,4,4,3,Neutral or Dissatisfied
127718,Male,39,Returning,Business,Business,1645,0,0.0,2,4,4,5,4,4,5,4,3,2,4,4,4,4,Satisfied
81764,Female,41,Returning,Business,Business,3050,8,0.0,4,4,4,5,4,4,5,4,3,5,4,4,4,4,Satisfied
29338,Female,17,Returning,Personal,Economy,550,0,9.0,0,2,5,2,4,3,4,2,4,4,5,2,4,5,Neutral or Dissatisfied
2329,Female,43,Returning,Personal,Economy,691,0,6.0,4,4,3,5,1,2,5,4,4,4,2,3,2,2,Neutral or Dissatisfied
87275,Female,29,Returning,Business,Business,577,0,0.0,3,3,2,3,3,2,3,4,3,3,4,3,3,3,Neutral or Dissatisfied
56803,Female,37,Returning,Business,Business,1605,15,23.0,3,1,4,3,1,3,4,4,4,3,3,1,3,3,Satisfied
14248,Male,47,Returning,Personal,Economy,1027,0,0.0,5,2,2,2,4,2,1,2,1,1,5,2,1,3,Neutral or Dissatisfied
14121,Female,70,Returning,Personal,Business,654,0,0.0,2,5,3,3,4,1,3,5,3,2,1,4,1,1,Neutral or Dissatisfied
125548,Male,45,Returning,Business,Business,2266,0,0.0,4,4,4,3,4,2,4,1,1,5,2,2,2,2,Neutral or Dissatisfied
100644,Male,55,Returning,Personal,Economy,349,0,0.0,5,1,4,1,5,5,3,1,3,3,3,1,3,2,Neutral or Dissatisfied
106486,Female,42,Returning,Business,Business,3476,12,4.0,1,1,5,5,1,5,4,5,5,4,5,1,5,5,Satisfied
105213,Male,40,Returning,Business,Business,3341,31,16.0,1,1,5,4,1,5,4,5,4,3,5,1,5,5,Satisfied
38126,Male,42,Returning,Business,Economy,721,22,27.0,3,3,3,5,3,3,5,4,5,5,4,5,5,1,Satisfied
4051,Female,33,Returning,Personal,Economy,479,54,46.0,3,1,1,1,2,1,5,2,5,5,1,1,5,3,Neutral or Dissatisfied
64074,Male,61,Returning,Personal,Economy,921,0,0.0,4,4,3,4,2,3,1,4,1,1,5,4,1,4,Satisfied
126542,Female,38,Returning,Business,Economy,644,6,37.0,3,3,1,2,3,2,2,4,2,2,1,2,2,2,Neutral or Dissatisfied
115246,Male,37,First-time,Business,Business,337,0,0.0,4,4,3,4,1,5,5,2,5,5,4,4,5,4,Satisfied
23415,Female,30,Returning,Business,Business,541,0,12.0,2,2,4,2,2,4,2,4,2,2,4,2,2,4,Neutral or Dissatisfied
2688,Male,48,Returning,Business,Business,2009,0,0.0,2,2,3,5,2,4,4,4,4,4,4,2,4,4,Satisfied
